PARROQUIA_ID,PARROQUIA_NOMBRE,PROVINCIA_ID,CANTON_ID
50,ZAMORA,19,01
51,CUMBARATZA,19,01
52,GUADALUPE,19,01
53,IMBANA (LA VICTORIA DE IMBANA),19,01
55,SABANILLA,19,01
56,TIMBARA,19,01
58,SAN CARLOS DE LAS MINAS,19,01
50,ZUMBA,19,02
51,CHITO,19,02
52,EL CHORRO,19,02
54,LA CHONTA,19,02
56,PUCAPAMBA,19,02
59,SAN ANDRES,19,02
50,GUAYZIMI,19,03
51,ZURMI,19,03
52,NUEVO PARAISO,19,03
50,28 DE MAYO (SAN JOSE DE YACUAMBI),19,04
51,LA PAZ,19,04
52,TUTUPALI,19,04
50,YANTZAZA (YANZATZA),19,05
51,CHICAÑA,19,05
53,LOS ENCUENTROS,19,05
50,EL PANGUI,19,06
51,EL GUISME ,19,06
52,PACHICUTZA,19,06
53,TUNDAYME,19,06
50,ZUMBI,19,07
50,PALANDA,19,08
51,EL PORVENIR DEL CARMEN,19,08
52,SAN FRANCISCO DEL VERGEL,19,08
53,VALLADOLID,19,08
54,LA CANELA,19,08
50,PAQUISHA,19,09
51,BELLAVISTA,19,09
52,NUEVO QUITO,19,09
50,PUERTO BAQUERIZO MORENO,20,01
51,EL PROGRESO,20,01
52,ISLA SANTA MARIA (FLOREANA) (CAB. EN  PTO. VELASCO IBARRA),20,01
50,PUERTO VILLAMIL,20,02
51,TOMAS DE BERLANGA (SANTO TOMAS),20,02
50,PUERTO AYORA,20,03
51,BELLAVISTA,20,03
52,SANTA ROSA (INCLUYE LA ISLA BALTRA),20,03
50,NUEVA LOJA,21,01
52,DURENO,21,01
53,GENERAL FARFAN,21,01
55,EL ENO,21,01
56,PACAYACU,21,01
57,JAMBELI,21,01
58,SANTA CECILIA,21,01
50,LUMBAQUI,21,02
51,EL REVENTADOR   ,21,02
52,GONZALO PIZARRO ,21,02
54,PUERTO LIBRE,21,02
50,PUERTO EL CARMEN DEL PUTUMAYO,21,03
51,PALMA ROJA,21,03
52,PUERTO BOLIVAR (PUERTO MONTUFAR),21,03
53,PUERTO RODRIGUEZ,21,03
54,SANTA ELENA,21,03
50,SHUSHUFINDI,21,04
51,LIMONCOCHA,21,04
52,PAÑACOCHA,21,04
53,SAN ROQUE (CAB. EN SAN VICENTE),21,04
54,SAN PEDRO DE LOS COFANES,21,04
55,SIETE DE JULIO,21,04
50,LA BONITA,21,05
51,EL PLAYON DE SAN FRANCISCO,21,05
52,LA SOFIA,21,05
53,ROSA FLORIDA,21,05
54,SANTA BARBARA,21,05
50,EL DORADO DE CASCALES,21,06
51,SANTA ROSA DE SUCUMBIOS,21,06
52,SEVILLA,21,06
50,TARAPOA ,21,07
51,CUYABENO,21,07
52,AGUAS NEGRAS,21,07
50,PUERTO FRANCISCO DE ORELLANA (EL COCA),22,01
51,DAYUMA,22,01
52,TARACOA (CAB. EN NUEVA ESPERANZA: YUCA),22,01
53,ALEJANDRO LABAKA,22,01
54,EL DORADO,22,01
55,EL EDEN,22,01
56,GARCIA MORENO,22,01
57,INES ARANGO (CAB. EN WESTERN),22,01
58,LA BELLEZA,22,01
59,NUEVO PARAISO (CAB. EN UNIÓN CHIMBORAZO),22,01
60,SAN JOSE DE GUAYUSA,22,01
61,SAN LUIS DE ARMENIA,22,01
50,NUEVO ROCAFUERTE,22,02
51,CAPITAN AUGUSTO RIVADENEYRA,22,02
52,CONONACO,22,02
53,SANTA MARIA DE HUIRIRIMA,22,02
54,TIPUTINI,22,02
55,YASUNI,22,02
50,LA JOYA DE LOS SACHAS,22,03
51,ENOKANQUI ,22,03
52,POMPEYA,22,03
53,SAN CARLOS,22,03
54,SAN SEBASTIAN DEL COCA,22,03
55,LAGO SAN PEDRO,22,03
56,RUMIPAMBA,22,03
57,TRES DE NOVIEMBRE,22,03
58,UNION MILAGREÑA,22,03
50,LORETO,22,04
51,AVILA (CAB. EN HUIRUNO) ,22,04
52,PUERTO MURIALDO,22,04
53,SAN JOSE DE PAYAMINO,22,04
54,SAN JOSE DE DAHUANO,22,04
55,SAN VICENTE DE HUATICOCHA,22,04
50,SANTO DOMINGO DE LOS COLORADOS,23,01
51,ALLURIQUIN,23,01
52,PUERTO LIMON,23,01
53,LUZ DE AMERICA ,23,01
54,SAN JACINTO DEL BUA,23,01
55,VALLE HERMOSO,23,01
56,EL ESFUERZO,23,01
57,SANTA MARIA DEL TOACHI,23,01
50,SANTA ELENA,24,01
51,ATAHUALPA,24,01
52,COLONCHE,24,01
53,CHANDUY,24,01
54,MANGLARALTO,24,01
55,SIMON BOLIVAR (JULIO MORENO),24,01
56,SAN JOSE DE ANCON,24,01
50,LA LIBERTAD,24,02
50,SALINAS,24,03
51,ANCONCITO,24,03
52,JOSE LUIS TAMAYO (MUEY),24,03
51,LAS GOLONDRINAS,90,01
51,MANGA DEL CURA,90,03
51,EL PIEDRERO,90,04
